NAME	TITLE	SCORE	
PAK1IP1		3.5928378	
PRPS2		3.5897062	
NUDT4		3.588918	
P3H1		3.5887787	
CENPK		3.5864408	
MSTO1		3.5821788	
TRMO		3.5821788	
AGRN		3.5818913	
WAC		3.580971	
HOXB6		3.5789502	
RPAP2		3.5783112	
ASH1L		3.575426	
IQSEC2		3.5752401	
BCCIP		3.5740368	
KDM2B		3.5737026	
RABEPK		3.5705426	
MGMT		3.5700557	
HS6ST1		3.5686293	
DNAJC24		3.5686097	
DNAJB2		3.5681405	
ETNK1		3.5669158	
WASH3P		3.5656734	
PPM1B		3.5645099	
SRP14		3.5631473	
CASC3		3.562663	
KATNBL1		3.562663	
SRSF10		3.560964	
TMEM183A		3.560914	
CELSR1		3.5605097	
H3C10		3.5602374	
GBAP1		3.5600853	
CIC		3.5598538	
YJEFN3		3.556734	
CCDC28B		3.5559502	
INTS11		3.5519052	
TMEM267		3.5517175	
MARK2		3.5517159	
CLCN7		3.5501227	
ZNF138		3.5498648	
ACAD10		3.549616	
ZNF44		3.548135	
GPX1		3.5478094	
RAB31		3.547803	
ANKZF1		3.5473228	
SOCS7		3.5466058	
BCAR1		3.5452166	
ZNF131		3.5452166	
RTN4RL1		3.5440853	
ZNF720		3.5427408	
TKFC		3.5427408	
ZNF192P1		3.542661	
MSH2		3.541492	
WASHC3		3.541492	
ANKH		3.5407283	
B3GNT9		3.5401897	
ANKMY1		3.5395474	
ZNF124		3.5395474	
NPHP4		3.5395296	
SLC22A5		3.5393326	
ELAC2		3.5388472	
ITPKB		3.5347621	
CEP97		3.5341802	
C11orf95		3.532153	
USP3		3.529777	
SACS		3.5294273	
PDE4D		3.5280912	
ZCCHC14		3.5280883	
ZNF721		3.527391	
BAG1		3.5233662	
BMI1		3.5228858	
RTL8C		3.5216532	
FAM102A		3.5204918	
C1orf52		3.520227	
HSD17B12		3.5200915	
IRAK4		3.5189188	
BPNT2		3.5173297	
C5orf24		3.5152335	
NAA15		3.5152335	
AQP3		3.5134614	
PLEKHG3		3.5133202	
ZBTB24		3.512814	
LPL		3.5126374	
SERP1		3.5119207	
TRDMT1		3.5115085	
FBXW7		3.5103877	
USP16		3.509727	
TRAPPC6A		3.5088813	
ZNF296		3.5074298	
SEPTIN7P2		3.5064385	
SUPV3L1		3.505486	
UBXN11		3.5042834	
RRP15		3.5031545	
INO80D		3.502994	
FSTL3		3.502027	
ANGEL2		3.5020003	
PFDN4		3.5020003	
WDR75		3.501849	
STX16		3.5017607	
C12orf29		3.501332	
IFITM3		3.501173	
CNOT9		3.5006194	
SH3BP5-AS1		3.498625	
PSMC3		3.4976559	
SH3BP5		3.4976504	
NT5M		3.4966664	
FAM72A		3.495601	
HMGN5		3.495601	
SMC5		3.4927106	
NXPE3		3.4915059	
BCL2		3.4891455	
DNM1L		3.4888036	
ITPR3		3.4882343	
EIF4E3		3.4879441	
BSG		3.4879441	
EIF4E2		3.4852245	
PHKA2		3.4842782	
DPM2		3.483203	
C19orf25		3.4809194	
RABEP1		3.4809134	
MAGOHB		3.4806561	
ZNF407		3.4803894	
TGIF2		3.4799693	
LIN7B		3.4793234	
RNF19A		3.4791558	
PER2		3.4776485	
IFT80		3.477367	
PDIK1L		3.476934	
PRELID1		3.476934	
GRIPAP1		3.4764035	
ABCF3		3.474413	
C10orf88		3.4736423	
MYO1E		3.4730282	
DNAH17-AS1		3.4729147	
SZT2		3.4726036	
CPLANE1		3.4723406	
ASAP2		3.4711852	
CCND3		3.4690711	
LTBP1		3.4688218	
SIN3B		3.4660459	
TGDS		3.4653313	
COMMD2		3.4649427	
RBM3		3.4641056	
TRABD2A		3.4639618	
NRBP2		3.4614198	
PCOLCE		3.4595804	
CPTP		3.4595232	
RUSF1		3.4595113	
ABCG2		3.4590104	
TSEN54		3.4579766	
NELFA		3.4571292	
CMTM8		3.4571292	
ITFG2		3.45448	
MTMR12		3.4542007	
ABCA2		3.4538503	
LONP1		3.4537668	
AMH		3.45369	
PRKRIP1		3.452616	
PTPN11		3.4509947	
ATG2A		3.450159	
PRAG1		3.4494736	
SLC4A1AP		3.4492583	
CDK11B		3.4492316	
RAB28		3.448941	
RAD17		3.4483275	
RBL1		3.4481168	
SELENOO		3.447185	
CSNK1D		3.4440424	
RHOQ		3.4440424	
ATP5F1E		3.4435422	
FAM214A		3.4431293	
TTLL3		3.4425097	
LRPAP1		3.4425056	
GLA		3.442226	
CBLL1		3.4421902	
ZFP69		3.4417977	
ACD		3.440002	
SERINC5		3.439013	
ARHGAP11A		3.4385767	
TMEM79		3.4382012	
STK38		3.4372604	
OGDH		3.4367619	
SPAG16		3.4367619	
URB1		3.4364142	
TMED2		3.434358	
KIF18A		3.4329011	
SAP30		3.4313183	
GNL3L		3.4312036	
FOXC1		3.4294002	
TRIT1		3.4294002	
MAGOH		3.429203	
RNF169		3.4286733	
C2CD2		3.4286733	
BAIAP2L1		3.4266872	
GUK1		3.4263103	
ZKSCAN5		3.4260852	
CUL3		3.426037	
ZFAND4		3.4254591	
IDE		3.4253964	
MTM1		3.4250803	
KLLN		3.4228356	
PKN3		3.4219294	
TXNL4B		3.4200552	
PPCDC		3.4199636	
GLB1L2		3.4192593	
POLA1		3.4188478	
TUBGCP4		3.4184618	
FKBP10		3.4154303	
SEPTIN9		3.4150772	
SEC61G		3.414413	
PAIP1		3.413461	
DGKH		3.4131148	
ZSWIM5		3.4131024	
MASTL		3.4118464	
CRYBG3		3.4111154	
LAMTOR5-AS1		3.4107583	
ZNF367		3.410573	
NUF2		3.4098523	
RPGR		3.4089925	
ZMIZ1		3.4086242	
JMJD8		3.4083297	
C15orf39		3.4071293	
PPIL4		3.406683	
E2F2		3.4065742	
CBWD1		3.4061794	
FNDC10		3.4059985	
BMP1		3.404967	
TMEM248		3.4032533	
PDE8B		3.4032085	
MYPN		3.4031658	
PCCA-DT		3.4031658	
UQCRH		3.4014742	
SAP30-DT		3.4004397	
GCNA		3.4004397	
MTDH		3.4003084	
TIAF1		3.4003084	
PPP2R1B		3.3994446	
SLC22A23		3.3987172	
ZNF791		3.3977675	
NOL3		3.3967426	
IVD		3.3964374	
RPF1		3.3954127	
EIF2A		3.3951328	
NIPBL		3.3937423	
RNF182		3.3934295	
DDTL		3.3933756	
LINC00894		3.3932528	
KCNN4		3.3922613	
FAM193B		3.391803	
PIN4		3.3895226	
AURKB		3.3873994	
MIR4479		3.3863928	
COMMD10		3.3863928	
KLF13		3.3863928	
TMEM161B		3.3856077	
ROR2		3.385506	
CLDN12		3.3854465	
TET2		3.3851075	
INO80E		3.3849738	
LRCH4		3.3842592	
EYA1		3.383954	
CEP350		3.3816905	
NPHP3		3.3815002	
VPS13D		3.3806548	
ITGB3BP		3.3787534	
PTPRG		3.3786793	
E2F8		3.3773797	
SPR		3.3773797	
ZNF488		3.3770292	
ELOF1		3.376424	
SLC10A3		3.375536	
PITPNM2		3.3747065	
RNF123		3.3747065	
MTMR1		3.3730454	
KIAA1586		3.371735	
FBXL14		3.368041	
OAT		3.3669753	
SLC26A6		3.3656235	
ZWILCH		3.364551	
CRBN		3.362004	
C1QTNF6		3.362004	
NAT8L		3.3607085	
SPRN		3.3605063	
POU3F3		3.3599534	
CEP104		3.359636	
GINM1		3.3589888	
SETBP1		3.3584592	
TPM1		3.3580341	
TSKU		3.356606	
PTBP2		3.3564174	
PPIB		3.3560438	
LSM14A		3.3543353	
GPNMB		3.3537147	
CCDC174		3.3537147	
WDR90		3.3537147	
C1orf109		3.3533933	
LANCL1		3.3522305	
SCLY		3.350761	
DISP1		3.3479512	
MAPKAPK5-AS1		3.3473384	
PLRG1		3.3471105	
DDX56		3.3468332	
ASMTL-AS1		3.3463085	
GOLGA6L10		3.346157	
LIAS		3.3460348	
LMAN2		3.3435903	
KLF10		3.342552	
SLC38A5		3.3409178	
RPGRIP1L		3.3408353	
BORA		3.3408353	
ARL5B		3.3403292	
NFIC		3.3393884	
ATPAF2		3.3383062	
WDR61		3.337461	
HELLPAR		3.3363395	
MAPK7		3.335301	
COG6		3.3318756	
EEF1AKMT1		3.3317835	
DIS3		3.3316295	
DECR1		3.3316295	
EXO1		3.331197	
NT5DC1		3.3311582	
PDE3A		3.3310153	
R3HDM4		3.330873	
TEAD1		3.3302653	
TM4SF1		3.3302402	
ECT2		3.330201	
SH3D19		3.3300977	
APBB3		3.3299842	
RPL37		3.3293755	
NSMCE1		3.3287678	
PPTC7		3.3268185	
ATP7A		3.3265173	
SNAPC4		3.3261282	
ZBTB46		3.3245757	
PARGP1		3.3237164	
WDR91		3.3208911	
TMEM63B		3.319793	
UPRT		3.3194015	
TTC32		3.3190057	
PIM3		3.3190057	
TUFM		3.3188744	
AKAP7		3.3172314	
OSBPL9		3.3151748	
ZNF362		3.3135407	
ADGRG2		3.3132846	
FAM122A		3.312467	
ITGA2		3.3118076	
GMNN		3.3080108	
ZNF586		3.3068342	
RAB1A		3.3068342	
CASTOR2		3.3066876	
TXNDC15		3.305738	
NPTN-IT1		3.3054621	
PRDX4		3.3052654	
STARD9		3.3048942	
UBA52		3.304771	
MRPL51		3.304143	
COL4A5		3.304143	
SLC19A2		3.3027718	
ZBTB37		3.3009422	
SEMA6D		3.2992136	
IFT81		3.2986262	
B4GALT1		3.2982967	
GEMIN6		3.298037	
NAMPT		3.2968087	
CPT2		3.2967424	
GABPB2		3.2965572	
TBC1D10B		3.2947435	
LUC7L2		3.2940173	
HELZ		3.293338	
C18orf25		3.2902894	
TOX2		3.2897904	
PSMG1		3.2890491	
XYLB		3.2877164	
SEC22B		3.287591	
DNASE2		3.2867692	
PRKCI		3.2803566	
PUM3		3.2801993	
CDC16		3.2801828	
CORO6		3.2794242	
ZNF616		3.279044	
SOX12		3.278955	
CLK4		3.27817	
TIMM23B		3.2779691	
PDE7A		3.2746968	
ARHGAP33		3.2734945	
TUBG2		3.2727637	
MSRB2		3.2719753	
NPTX1		3.2719753	
RCN2		3.2709246	
NDRG3		3.2698925	
CARNMT1		3.2690682	
DBT		3.2690024	
ISOC2		3.2678459	
RGL3		3.267802	
TROAP		3.267423	
ABHD11		3.2674065	
CXorf38		3.26689	
C12orf4		3.26689	
ZNRF2		3.266055	
NEAT1		3.2632856	
PPP2R5D		3.262912	
MTFR2		3.262912	
XPO4		3.2627916	
PRR14L		3.2619236	
CCDC138		3.2604861	
EXOC3		3.2604861	
CPA4		3.2599087	
SSU72		3.2596664	
SZRD1		3.2573652	
BDKRB2		3.2573652	
GTPBP3		3.2566159	
KLHL18		3.256604	
BCL2L11		3.255449	
ATG16L2		3.255308	
DYNLL2		3.254167	
RPTOR		3.2516477	
YWHAG		3.2515776	
ADPRM		3.2505322	
KIF11		3.2500348	
TSC22D3		3.247045	
ZNF684		3.2461553	
SMG1P3		3.2461545	
ORC6		3.2451096	
NAXE		3.2451096	
MTF1		3.2449176	
CSPG4P12		3.2436204	
WDR36		3.243224	
CRAMP1		3.2413926	
TOP2B		3.2410781	
ELAPOR1		3.2404196	
GPR75		3.2400732	
LYSMD1		3.2399454	
AGO1		3.2399454	
ERCC6L2		3.2386208	
OBSCN		3.2376993	
NFKBID		3.2376218	
FOXL2NB		3.2367218	
ZDHHC12		3.2355013	
EFNA2		3.233201	
GALNT2		3.2313704	
ASPSCR1		3.2304127	
PARP16		3.229995	
NDC1		3.2291956	
YAF2		3.2291956	
ZNF248		3.2285676	
AUNIP		3.22841	
HCN3		3.2268808	
SPCS2		3.2267756	
LACTB		3.2244399	
MRPL1		3.2234983	
CCDC65		3.2231517	
ZNF395		3.2214832	
ITPRID2		3.2201796	
LYSMD4		3.2201574	
NRAV		3.2177079	
ADGRL1		3.2176867	
DPCD		3.2175074	
MYO9A		3.2170465	
DHRS13		3.2169216	
PARG		3.2146235	
RNF167		3.2145648	
PIAS1		3.2135072	
NAPEPLD		3.213229	
RAD9A		3.21053	
ATP13A3		3.2088194	
ASH1L-AS1		3.2088194	
MAMLD1		3.2081199	
TAF4B		3.2072372	
ASF1B		3.2068691	
POLI		3.2062476	
INPP5F		3.2056825	
KRT8P12		3.205359	
CENPC		3.204194	
RBM15		3.2041638	
CBX6		3.204128	
NIN		3.204128	
ZNF33A		3.201478	
CENPQ		3.2008324	
TTC3		3.1989655	
SET		3.1989655	
TOMM5		3.1989238	
SPAG1		3.1978598	
MZT1		3.1977727	
GLRX5		3.1973429	
MAP4K3-DT		3.196733	
BOLA3		3.1942344	
EME2		3.193798	
BAX		3.1937845	
KDM4A-AS1		3.191491	
SPEN		3.1906474	
TP73		3.1904292	
SPIN3		3.1895287	
PDXDC1		3.187208	
HARS2		3.186554	
GTF2IRD1		3.1864378	
UBL7-AS1		3.1864283	
LSM14B		3.186092	
USP15		3.1858811	
CHP1		3.1836534	
NCK1-DT		3.182339	
VDAC1P8		3.1818533	
ANKRD29		3.1804726	
SEC62		3.1800296	
SNX3		3.179918	
PRR14		3.179213	
ZNF215		3.1790986	
COL16A1		3.1777036	
RNF4		3.1776545	
CLBA1		3.1769376	
FTO		3.1768794	
HDAC8		3.1762407	
FAM160A2		3.1757388	
RASA1		3.1750379	
RAVER1		3.1750355	
RAB3GAP2		3.1749866	
DDX20		3.1727252	
C17orf58		3.1692874	
SSH2		3.1692257	
FKBP14		3.1690001	
RLIM		3.1690001	
SCO1		3.1690001	
NOL9		3.1651595	
TRAPPC2L		3.1649344	
SECISBP2L		3.1649344	
SCNM1		3.1649125	
TPM3P9		3.1645532	
SF3A3		3.1628563	
CHMP7		3.162388	
PSEN2		3.1623614	
STK38L		3.1623614	
PSMA7		3.1617873	
ZNF555		3.1612456	
BSDC1		3.1609795	
OSGEPL1		3.1604562	
SEC13		3.1592636	
SLC6A6		3.1575675	
IGF2R		3.1573906	
CDC40		3.1573906	
RPN2		3.1566718	
AKTIP		3.155085	
NSMCE4A		3.152853	
WASHC2C		3.1521025	
CYB5R1		3.1516206	
MAN1B1		3.151135	
EPAS1		3.1508074	
RAB35		3.1501338	
NUP62CL		3.1498353	
SH3BGRL		3.1485178	
DLG4		3.1482596	
ZNF680		3.147928	
BLCAP		3.1471796	
NUDT12		3.1461635	
WNT9A		3.1441731	
NANS		3.1405365	
TCTN3		3.14014	
AMY2B		3.139231	
NDUFAF2		3.137766	
TMTC3		3.137613	
VSIG10		3.1374605	
PIGN		3.1371622	
ARFIP1		3.1364713	
PRPS1		3.1363945	
ZNF785		3.1360447	
VEGFA		3.1355946	
SAMM50		3.1350658	
ELK4		3.1347404	
RALY		3.134266	
GEMIN8		3.1318982	
ANXA8		3.1309264	
NR1D1		3.1291497	
STRIP1		3.1269627	
LIN9		3.1263127	
MRPL17		3.1258054	
MIA3		3.1257045	
BASP1		3.124267	
SIK1		3.124267	
SLC37A1		3.1240406	
PLEKHA4		3.1231945	
API5		3.1229298	
RRM1		3.1227393	
SCN1B		3.1227393	
RMND1		3.1224344	
RAB9A		3.1200066	
MIS18A		3.118378	
LMLN		3.116704	
ELP3		3.115332	
ITGB5		3.113632	
APOO		3.1134043	
HNRNPH2		3.1122792	
LINC01409		3.1113603	
MRPS31		3.1113236	
ZDBF2		3.1113236	
NDOR1		3.1095746	
LAMB1		3.108176	
SGO2		3.105923	
ZNF10		3.1011136	
SFT2D2		3.0989385	
SIK1B		3.0981312	
ANAPC16		3.0967925	
MAML3		3.0965009	
CHD2		3.096331	
CHAMP1		3.0958295	
SNAI1		3.0944545	
TMEM44-AS1		3.0935285	
TRAPPC2		3.0902255	
PTPRJ		3.0902119	
ABHD5		3.0892622	
STK26		3.0890543	
RASA3		3.0883205	
DPY19L1P1		3.0883205	
COG5		3.086592	
RSKR		3.0831864	
SERHL2		3.0809271	
GREM2		3.0791867	
TMUB1		3.0787272	
CROCC		3.078512	
CD2AP		3.0782716	
UNC45A		3.0779774	
HDDC2		3.0776412	
TRIM36		3.0764468	
NAA25		3.075947	
TRIM35		3.0753846	
WDCP		3.07526	
RNASET2		3.0738225	
RP9P		3.0734797	
LRP4		3.0714083	
CCT8		3.0713346	
CDCP1		3.0713346	
THEM4		3.0703015	
PRR7-AS1		3.0693958	
TOM1L1		3.0685265	
PIMREG		3.0685136	
ASB8		3.0668902	
PTCD2		3.0652819	
EIF3J		3.0640388	
C15orf40		3.0634604	
MFAP1		3.0624828	
TSEN34		3.0618377	
UACA		3.0608342	
RCOR2		3.0587027	
SHISA5		3.058036	
POGLUT2		3.0573893	
ABHD15		3.0560298	
FARP1		3.0558474	
ZNF717		3.055487	
PDZD7		3.0553274	
C1orf198		3.0552628	
SMURF1		3.0543783	
DPM3		3.0543654	
TIRAP		3.0541615	
ARF3		3.0540693	
ZFP1		3.0540485	
BIRC2		3.0539978	
SLC35A4		3.0535243	
NAPB		3.0535243	
TAF1		3.053252	
CCT2		3.0530193	
PERP		3.0521717	
SYBU		3.051962	
RNF24		3.0518343	
CCP110		3.0514617	
MFSD4B		3.0508862	
AVL9		3.0504122	
MEF2D		3.0504122	
UBXN6		3.047494	
SLC25A44		3.047335	
RGS2		3.04685	
CENPM		3.046166	
KIF18B		3.0458968	
CDCA2		3.0447884	
SOX13		3.0436492	
KLHL15		3.043581	
TAF5		3.0424247	
RTTN		3.042234	
ASB9		3.0375445	
CDADC1		3.0374012	
DUS3L		3.0359735	
UBE2Q2P2		3.035308	
CDK8		3.0351322	
INTS6		3.0351322	
ALMS1		3.0350485	
TRIM16		3.0349863	
NKRF		3.0345569	
USP34		3.0342581	
BICRA		3.033333	
MCTP1		3.033326	
USP37		3.0325649	
RBM47		3.032082	
CAPN2		3.031645	
UBIAD1		3.031437	
UPP1		3.0313416	
SRGAP2		3.028747	
TPGS1		3.0264099	
SPARC		3.0263274	
VPS18		3.0251896	
ASPM		3.0250103	
SPTLC1		3.024239	
ASIC3		3.0207963	
ANP32A		3.0207963	
DAGLA		3.0207963	
CLYBL		3.018729	
PLCD4		3.0184987	
SPTY2D1		3.0175622	
RAPGEF6		3.0175085	
CAMLG		3.0175085	
GDAP2		3.017383	
TRMT61B		3.017383	
CAB39		3.016862	
PUM1		3.0146332	
ATXN7L2		3.014371	
NGLY1		3.014312	
PIR		3.0141933	
TMEM268		3.0141594	
NAP1L4		3.0129225	
LINC00997		3.0125906	
CHCHD10		3.0107334	
RPL27		3.0099165	
IRAK1		3.008068	
FAM161A		3.008013	
CCAR1		3.0074208	
HMG20B		3.006096	
DHX36		3.0054438	
PHLDB3		3.0047934	
USP12		3.0038924	
FOXP1		3.0037863	
SNORC		3.0028005	
CCS		3.0025868	
DAB2IP		3.0023613	
JMJD7-PLA2G4B		3.000399	
SLC25A43		3.000228	
ANKAR		3.0001025	
DNA2		2.9962473	
MTF2		2.9960198	
PTDSS2		2.995725	
CDK7		2.995595	
TMEM131L		2.9951205	
PLXNA3		2.9946582	
TANK		2.9938269	
FNDC3A		2.9935393	
GSTA4		2.9935253	
ATP11A		2.992674	
STK36		2.9919102	
ZDHHC16		2.9915812	
FANCI		2.9915812	
COPS3		2.9908135	
CEP95		2.98986	
FZD6		2.9893243	
SLCO3A1		2.9877312	
PRPF4B		2.9875958	
NCKAP5L		2.9860992	
SNRPD2		2.9845297	
PHLDA3		2.983936	
DLG5		2.9824986	
BCOR		2.9813263	
RBSN		2.9812822	
DYNC2LI1		2.980979	
DENND1A		2.9797254	
CCDC91		2.9787698	
TRIM26		2.9782407	
PEX16		2.9762704	
RPS6KC1		2.9744332	
DMXL1		2.9736662	
RPSA		2.9731152	
C11orf58		2.972715	
MYO19		2.9719143	
ATP5MD		2.9706144	
ZNF774		2.9701514	
SNHG10		2.9698195	
FCSK		2.9696145	
CBFA2T2		2.9693985	
ANKRD12		2.9689665	
C21orf91		2.9670463	
CKB		2.96657	
TEX30		2.9656875	
GMDS-DT		2.9651356	
RPIA		2.9645002	
NOTCH1		2.9636624	
TMEM242		2.9632962	
TM7SF3		2.96322	
FAM86DP		2.9620538	
PEX12		2.960941	
STXBP1		2.9604573	
ABHD13		2.9582071	
MXI1		2.9573848	
PIGK		2.9571652	
KIAA0319		2.9547472	
GGNBP2		2.9543996	
TLNRD1		2.9542532	
ITPA		2.9541402	
TSPAN4		2.9535525	
RAB21		2.9534764	
MADCAM1		2.9531417	
C6orf62		2.95093	
CREBL2		2.95093	
MAPK8IP3		2.9507005	
PIGF		2.9481068	
ZCCHC8		2.9480062	
KIF1C		2.9466836	
SRP14-AS1		2.9458919	
ZNF644		2.9454677	
SLC2A3		2.9448204	
CREBZF		2.9430072	
SEPHS1		2.9419763	
ALG5		2.941747	
CPD		2.940151	
ZNF37BP		2.9390953	
EGLN3		2.9389453	
NNT		2.938454	
CHD1		2.9372268	
CDKN2AIP		2.9372182	
MCIDAS		2.9365044	
STX18-AS1		2.929712	
TSC22D1		2.9284253	
GNL3		2.9274015	
TRMT44		2.9269915	
KCNIP4		2.9269335	
CIBAR1		2.9262123	
NEK1		2.9262123	
FGFRL1		2.9260192	
DR1		2.9255016	
SNRNP25		2.923862	
C1orf226		2.923737	
FEM1B		2.923388	
UBR5-AS1		2.921905	
TLN2		2.9218724	
SBNO1-AS1		2.9213505	
SUMF1		2.9211724	
SLC30A9		2.9210405	
LIN7C		2.920969	
CCT6P3		2.919486	
OTUD3		2.9192643	
LRRCC1		2.9186172	
PIAS4		2.9179525	
CLSPN		2.9166477	
MTHFD1L		2.9166477	
MCM3		2.9164317	
ZNF562		2.9133928	
SCAPER		2.9130926	
IQCD		2.9130926	
C1orf122		2.9128482	
NDUFB1		2.9124362	
STXBP4		2.910667	
EDN2		2.9103048	
DICER1		2.9081018	
MIR600HG		2.9057934	
LAMP2		2.9050043	
FAM53B		2.9044647	
CMC1		2.9042976	
SMG1P7		2.9032238	
UST		2.9008658	
TBC1D8		2.900289	
ASAP3		2.900257	
ODF3B		2.8985798	
PHYHIP		2.8982809	
TNK1		2.8981955	
SLC12A3		2.8980556	
SETDB1		2.895695	
FAM126B		2.8954427	
DNAH17		2.8952377	
DUSP9		2.8951879	
ZNF584		2.895035	
PTGES		2.8914573	
PLD1		2.8908863	
RPS8		2.8894322	
MAN2B2		2.8878434	
VPS36		2.8871152	
TBCA		2.885848	
FANCM		2.8843098	
EMC2		2.8828912	
TNRC6A		2.8824844	
FKBP15		2.881887	
SS18L2		2.881887	
IVNS1ABP		2.8814116	
NKAPP1		2.8807783	
ASCC2		2.8805609	
SGCE		2.8804958	
HILPDA		2.8799236	
PSAP		2.8791738	
CTDP1		2.8745058	
RIPK2		2.8741388	
CEP43		2.8736296	
RASSF1		2.873443	
GSTK1		2.8732874	
ZNF703		2.872735	
FGFR1OP2		2.871143	
RAD51AP1		2.8704307	
ERI3		2.8696668	
CLASP2		2.868667	
CFAP70		2.8675606	
SENP1		2.8671792	
MED21		2.8664436	
LYST		2.866281	
C16orf87		2.8652372	
ARL3		2.8652372	
RRP1		2.8638315	
CCNJ		2.8622844	
MTPAP		2.861957	
CNOT2		2.8618941	
SMAD5		2.860702	
SLFNL1-AS1		2.8605418	
ZNF664		2.8604853	
UCKL1-AS1		2.8599052	
NFX1		2.8585382	
QSER1		2.8580496	
LONRF3		2.8580496	
IMMT		2.8574574	
MTMR6		2.8566482	
SYNJ2		2.856313	
H2BC12		2.8547022	
CIP2A		2.853635	
PTBP1		2.852878	
PIM1		2.852878	
MED1		2.8507493	
TMEM161A		2.8506858	
NPEPPSP1		2.8506858	
HMBOX1		2.8479495	
SNHG12		2.8454432	
PHF8		2.8454006	
ZNF33B		2.8439193	
ARSG		2.8436902	
TRIM66		2.8431845	
RO60		2.8421218	
GP1BA		2.8403802	
TBP		2.8402328	
CRYZ		2.8398864	
SSBP3		2.8398082	
ABCB7		2.8394513	
CELF1		2.8384962	
ASTN2		2.8381248	
ZDHHC2		2.8378434	
ZNF639		2.8370566	
ZNF440		2.8368711	
ZFYVE27		2.8359065	
COX10-AS1		2.8349879	
RSF1		2.8341446	
ACAT1		2.8324418	
SCAMP3		2.8322916	
ARHGEF40		2.8322165	
TRUB2		2.831684	
TRA2B		2.8312218	
PPP1R14B		2.8308928	
SUPT7L		2.8308928	
CASP9		2.8303652	
SLC35C2		2.8294394	
ACTA2		2.8288372	
LINC00173		2.8285048	
ALS2CL		2.8282287	
HJURP		2.8260922	
ARRDC1		2.8256752	
ZNF37A		2.824592	
SERPINB6		2.8245375	
USP13		2.82134	
WASHC4		2.8211572	
APRT		2.8190153	
TRIB2		2.817907	
ALYREF		2.8174472	
KRR1		2.8147619	
PHETA1		2.8143265	
SETD2		2.81323	
KMT5A		2.8121245	
ZNF767P		2.811658	
MEIS2		2.810066	
SETD5		2.8094213	
STK17A		2.8075638	
PLAAT3		2.806898	
QRICH1		2.8049169	
ALDH16A1		2.8036966	
HOXB5		2.8033514	
MYNN		2.8031569	
MSH3		2.8022382	
SLF1		2.8021734	
KNTC1		2.8015296	
C16orf74		2.8006032	
SPG21		2.8002267	
ALDH1B1		2.8000805	
MRRF		2.7996743	
WEE1		2.7992005	
NHLRC3		2.7989762	
NAE1		2.7986147	
PWWP2A		2.7986147	
ALG14		2.7935193	
SLIRP		2.7923439	
GCLM		2.7922406	
ZNF207		2.7921717	
ZNHIT6		2.791961	
MDM2		2.7911136	
RANBP1		2.789078	
STOX2		2.7884226	
PURB		2.787616	
TMEM69		2.7858624	
ZFX		2.785722	
STX1A		2.785652	
TMA7		2.7852387	
CDC14B		2.7850754	
ZSWIM8		2.785059	
TFPI		2.7849529	
RAB26		2.7847984	
ERVK13-1		2.7846518	
ARID2		2.7844274	
VMA21		2.7841296	
TMEM237		2.7839766	
COX18		2.7828782	
NEDD4		2.7826202	
TPM2		2.782509	
CENPE		2.7822418	
PNO1		2.7804465	
TMEM126B		2.7789545	
LRIG3		2.776552	
PDE4B		2.7760653	
MEIS1		2.7759595	
MAOA		2.7751434	
SMAP2		2.774632	
FKBP5		2.7729852	
MTIF3		2.7729733	
BLOC1S6		2.7726042	
WRN		2.7724538	
PRRT3-AS1		2.772355	
ZBTB42		2.7720373	
POLR3K		2.7719784	
CDC42EP1		2.7708783	
SNRPD3		2.7707696	
TRAPPC11		2.7707696	
IFNGR1		2.7705042	
CARNS1		2.7691233	
ZNF710-AS1		2.767554	
ZMPSTE24		2.7674065	
PHF23		2.7642117	
ANAPC4		2.7636755	
LFNG		2.762997	
WSB1		2.7628367	
TOP3A		2.7626874	
BOD1L1		2.7624574	
CDS1		2.7613578	
TMEM144		2.7592387	
DNAJC10		2.7586503	
KIAA0895		2.7574365	
ENOPH1		2.7573478	
DGKD		2.7553952	
NUS1P1		2.7524807	
PLEKHF2		2.751225	
TMCO6		2.7507756	
TRPM7		2.7507281	
SNRNP48		2.7503607	
MKI67		2.7503607	
KLF12		2.7500715	
RRP8		2.748607	
CD2BP2-DT		2.748562	
C16orf91		2.7485256	
SUMF2		2.7485256	
ULK1		2.7479882	
TBXA2R		2.7463908	
RNF141		2.7454689	
IL6R		2.7450573	
KIAA0930		2.7448428	
SUV39H1		2.7441435	
NCKAP1		2.7439282	
AHCTF1		2.742485	
CXorf56		2.7416098	
RBM33		2.7414017	
PIEZO2		2.7393713	
SPDL1		2.739244	
DBP		2.7383618	
ACOT11		2.7374766	
ZNF182		2.7373407	
MSLNL		2.7373407	
SBF1		2.736456	
MIS18BP1		2.7364	
SMARCA2		2.7356029	
CALD1		2.735504	
SNHG1		2.7350368	
RTF1		2.7349684	
PPDPF		2.734795	
ZNF160		2.7345524	
CNTRL		2.7331178	
NPM1		2.7301936	
THUMPD3-AS1		2.7301936	
LAMA4		2.729631	
ALG10		2.7289975	
HOXC8		2.727945	
VPS45		2.7274897	
TCF4		2.7249095	
RCHY1		2.7224693	
GMPS		2.7221754	
HERC2P9		2.7220917	
GSEC		2.7201567	
SNX33		2.719592	
FAM122B		2.7193284	
DDX11-AS1		2.7191668	
AGPS		2.7178063	
WDFY1		2.7176335	
